,DELIVERY_PARTNER_ID,partner_name,city,vehicle_type,employment_type,avg_rating,is_active
395,DP00396,Santosh V,Mumbai,Cycle,Contract,4.41,N
396,DP00397,Divya J,Chennai,Bike,Part-time,4.14,N
397,DP00398,Manoj R,Pune,Scooter,Full-time,4.19,Y
398,DP00399,Shreya F,Ahmedabad,Cycle,Contract,4.86,Y
399,DP00400,Neha K,Bengaluru,Bike,Full-time,4.37,Y
400,DP00401,Manoj H,Bengaluru,Bike,Full-time,4.09,Y
401,DP00402,Ravi W,Delhi,Bike,Full-time,4.22,Y
402,DP00403,Ananya M,Mumbai,Bike,Full-time,3.78,Y
403,DP00404,Meena D,Hyderabad,Scooter,Part-time,4.53,Y
404,DP00405,Kiran Q,Kolkata,Scooter,Contract,4.32,Y
405,DP00406,Pooja B,Delhi,Scooter,Full-time,4.21,Y
406,DP00407,Pooja B,Chennai,Cycle,Full-time,4.35,Y
407,DP00408,Meena V,Chennai,Scooter,Full-time,3.97,Y
408,DP00409,Manoj F,Mumbai,Scooter,Part-time,4.46,Y
409,DP00410,Ananya F,Bengaluru,Scooter,Part-time,4.25,Y
410,DP00411,Priya I,Pune,Bike,Full-time,4.23,Y
411,DP00412,Shreya Y,Bengaluru,Scooter,Part-time,4.42,Y
412,DP00413,Vikas M,Bengaluru,Scooter,Full-time,4.01,Y
413,DP00414,Amit R,Bengaluru,Bike,Part-time,4.32,Y
414,DP00415,Priya P,Delhi,Bike,Part-time,4.07,Y
415,DP00416,Priya X,Bengaluru,Bike,Full-time,4.56,Y
416,DP00417,Ananya D,Mumbai,Bike,Part-time,4.03,Y
417,DP00418,Priya G,Bengaluru,Scooter,Contract,4.47,Y
418,DP00419,Nikhil L,Bengaluru,Car,Part-time,4.3,Y
419,DP00420,Neha F,Bengaluru,Cycle,Part-time,4.29,Y
420,DP00421,Deepak J,Bengaluru,Bike,Part-time,4.16,Y
421,DP00422,Ravi W,Mumbai,Scooter,Full-time,4.71,Y
422,DP00423,Nikhil O,Bengaluru,Bike,Full-time,3.93,Y
423,DP00424,Nikhil H,Mumbai,Scooter,Part-time,4.61,Y
424,DP00425,Shreya P,Delhi,Bike,Part-time,4.79,Y
425,DP00426,Arjun W,Mumbai,Bike,Contract,4.35,N
426,DP00427,Santosh Z,Bengaluru,Scooter,Full-time,4.32,Y
427,DP00428,Suresh A,Kolkata,Bike,Full-time,4.46,Y
428,DP00429,Priya R,Bengaluru,Bike,Full-time,4.22,Y
429,DP00430,Arjun P,Delhi,Scooter,Part-time,4.53,Y
430,DP00431,Priya Y,Mumbai,Cycle,Full-time,4.03,Y
431,DP00432,Divya N,Pune,Cycle,Full-time,3.67,Y
432,DP00433,Sneha D,Chennai,Bike,Part-time,3.77,Y
433,DP00434,Amit Q,Delhi,Bike,Part-time,4.26,Y
434,DP00435,Ravi O,Hyderabad,Cycle,Part-time,4.41,N
435,DP00436,Pooja N,Delhi,Bike,Part-time,4.25,Y
436,DP00437,Shreya T,Mumbai,Car,Contract,4.28,Y
437,DP00438,Priya R,Delhi,Cycle,Part-time,4.24,Y
438,DP00439,Vikas U,Kolkata,Bike,Part-time,4.2,Y
439,DP00440,Priya V,Bengaluru,Scooter,Full-time,4.55,Y
440,DP00441,Ananya W,Delhi,Scooter,Part-time,4.31,Y
441,DP00442,Suresh B,Pune,Scooter,Part-time,4.47,Y
442,DP00443,Amit P,Ahmedabad,Bike,Full-time,4.4,Y
443,DP00444,Kiran U,Bengaluru,Scooter,Full-time,4.73,Y
444,DP00445,Meena O,Chennai,Bike,Full-time,4.47,Y
445,DP00446,Manoj V,Mumbai,Cycle,Full-time,4.13,Y
446,DP00447,Ravi Y,Chennai,Car,Full-time,4.09,N
447,DP00448,Sneha K,Ahmedabad,Bike,Part-time,4.24,Y
448,DP00449,Priya F,Chennai,Cycle,Contract,4.3,N
449,DP00450,Neha K,Bengaluru,Bike,Part-time,4.6,Y
450,DP00451,Rahul F,Bengaluru,Scooter,Part-time,4.06,N
451,DP00452,Suresh T,Bengaluru,Bike,Full-time,4.68,Y
452,DP00453,Rahul J,Hyderabad,Bike,Part-time,3.82,Y
453,DP00454,Kiran D,Kolkata,Bike,Full-time,4.51,Y
454,DP00455,Ananya R,Pune,Scooter,Part-time,4.78,Y
455,DP00456,Ananya F,Bengaluru,Bike,Full-time,4.16,Y
456,DP00457,Amit T,Delhi,Scooter,Full-time,4.42,Y
457,DP00458,Deepak F,Delhi,Cycle,Full-time,4.26,Y
458,DP00459,Arjun S,Ahmedabad,Scooter,Contract,4.17,Y
459,DP00460,Rakesh D,Mumbai,Scooter,Contract,4.04,N
460,DP00461,Meena L,Delhi,Bike,Part-time,4.27,Y
461,DP00462,Arjun C,Pune,Scooter,Contract,3.78,Y
462,DP00463,Vikas I,Chennai,Bike,Part-time,4.3,Y
463,DP00464,Shreya Y,Mumbai,Bike,Part-time,3.96,N
464,DP00465,Manoj H,Hyderabad,Scooter,Full-time,4.65,Y
465,DP00466,Sneha L,Delhi,Scooter,Full-time,4.38,Y
466,DP00467,Rahul L,Ahmedabad,Scooter,Full-time,4.46,Y
467,DP00468,Pooja K,Chennai,Bike,Part-time,3.19,N
468,DP00469,Arjun H,Mumbai,Scooter,Contract,4.35,Y
469,DP00470,Kiran H,Bengaluru,Bike,Full-time,3.88,Y
470,DP00471,Rahul M,Mumbai,Scooter,Part-time,3.84,Y
471,DP00472,Sneha K,Delhi,Scooter,Full-time,4.45,Y
472,DP00473,Nikhil C,Bengaluru,Bike,Full-time,4.09,Y
473,DP00474,Shreya T,Delhi,Scooter,Full-time,4.02,Y
474,DP00475,Manoj R,Kolkata,Scooter,Part-time,4.81,Y
475,DP00476,Kiran M,Delhi,Scooter,Full-time,3.83,Y
476,DP00477,Arjun C,Bengaluru,Bike,Full-time,4.32,Y
477,DP00478,Divya V,Bengaluru,Car,Part-time,4.15,Y
478,DP00479,Vikas A,Bengaluru,Bike,Contract,4.0,Y
479,DP00480,Rakesh K,Mumbai,Bike,Part-time,4.36,Y
480,DP00481,Pooja C,Mumbai,Bike,Contract,4.25,Y
481,DP00482,Amit R,Mumbai,Scooter,Full-time,4.19,Y
482,DP00483,Amit J,Mumbai,Bike,Part-time,4.19,Y
483,DP00484,Divya C,Delhi,Bike,Full-time,4.11,Y
484,DP00485,Rakesh T,Hyderabad,Scooter,Contract,4.33,Y
485,DP00486,Sneha J,Pune,Bike,Contract,3.83,Y
486,DP00487,Sneha R,Bengaluru,Scooter,Contract,4.41,Y
487,DP00488,Deepak X,Pune,Bike,Part-time,3.89,Y
488,DP00489,Nikhil R,Mumbai,Scooter,Full-time,4.3,Y
489,DP00490,Vikas F,Bengaluru,Scooter,Full-time,4.33,N
490,DP00491,Ravi H,Mumbai,Scooter,Full-time,4.59,Y
491,DP00492,Neha A,Mumbai,Scooter,Part-time,3.77,Y
492,DP00493,Amit O,Hyderabad,Scooter,Contract,4.42,N
493,DP00494,Kiran V,Kolkata,Bike,Full-time,4.45,Y
494,DP00495,Pooja T,Bengaluru,Scooter,Full-time,3.94,Y
495,DP00496,Nikhil F,Bengaluru,Cycle,Part-time,4.8,Y
496,DP00497,Santosh L,Delhi,Bike,Part-time,4.55,Y
497,DP00498,Ananya M,Delhi,Scooter,Full-time,4.61,Y
498,DP00499,Deepak F,Hyderabad,Scooter,Full-time,3.68,Y
499,DP00500,Rakesh I,Hyderabad,Bike,Part-time,4.12,Y
500,DP00501,Ananya T,Delhi,Car,Contract,4.06,Y
501,DP00502,Neha S,Bengaluru,Bike,Full-time,4.04,Y
502,DP00503,Pooja C,Bengaluru,Bike,Full-time,4.01,Y
503,DP00504,Amit M,Delhi,Cycle,Part-time,4.47,Y
504,DP00505,Ananya S,Bengaluru,Scooter,Part-time,3.93,N
505,DP00506,Santosh M,Bengaluru,Cycle,Full-time,4.28,N
506,DP00507,Ananya X,Hyderabad,Scooter,Part-time,3.54,Y
507,DP00508,Rahul W,Delhi,Scooter,Full-time,4.32,Y
508,DP00509,Manoj Z,Mumbai,Scooter,Part-time,4.03,Y
509,DP00510,Santosh W,Delhi,Bike,Contract,3.93,Y
510,DP00511,Amit B,Mumbai,Scooter,Part-time,4.28,N
511,DP00512,Manoj B,Kolkata,Bike,Full-time,3.92,Y
512,DP00513,Divya C,Mumbai,Scooter,Full-time,4.12,Y
513,DP00514,Pooja O,Ahmedabad,Scooter,Part-time,4.03,Y
514,DP00515,Shreya V,Delhi,Scooter,Part-time,4.41,Y
515,DP00516,Priya N,Hyderabad,Bike,Part-time,4.08,Y
516,DP00517,Rahul K,Chennai,Scooter,Full-time,4.08,Y
517,DP00518,Sneha H,Delhi,Scooter,Part-time,3.95,Y
518,DP00519,Ravi Q,Ahmedabad,Bike,Full-time,3.9,Y
519,DP00520,Amit S,Ahmedabad,Cycle,Contract,4.61,Y
520,DP00521,Ravi X,Mumbai,Scooter,Part-time,4.19,Y
521,DP00522,Santosh P,Ahmedabad,Car,Contract,4.41,Y
522,DP00523,Meena F,Kolkata,Scooter,Part-time,4.43,Y
523,DP00524,Ananya X,Delhi,Scooter,Contract,3.75,Y
524,DP00525,Deepak I,Bengaluru,Scooter,Contract,4.51,N
525,DP00526,Amit Y,Pune,Scooter,Contract,4.33,Y
526,DP00527,Suresh Z,Hyderabad,Scooter,Full-time,4.38,Y
527,DP00528,Priya V,Ahmedabad,Scooter,Part-time,4.02,Y
528,DP00529,Priya Y,Chennai,Scooter,Part-time,4.81,Y
529,DP00530,Pooja A,Hyderabad,Scooter,Contract,3.51,N
530,DP00531,Suresh Z,Bengaluru,Scooter,Contract,4.4,Y
531,DP00532,Arjun I,Bengaluru,Scooter,Part-time,4.33,Y
532,DP00533,Santosh M,Bengaluru,Scooter,Part-time,3.85,N
533,DP00534,Vikas Y,Mumbai,Scooter,Contract,3.62,Y
534,DP00535,Santosh Q,Bengaluru,Scooter,Part-time,4.16,Y
535,DP00536,Nikhil K,Bengaluru,Scooter,Part-time,3.87,Y
536,DP00537,Rakesh K,Pune,Bike,Full-time,4.35,Y
537,DP00538,Ananya D,Ahmedabad,Bike,Contract,4.36,Y
538,DP00539,Pooja Z,Mumbai,Bike,Contract,4.2,Y
539,DP00540,Amit J,Pune,Scooter,Full-time,3.96,Y
540,DP00541,Suresh T,Chennai,Scooter,Full-time,4.1,Y
541,DP00542,Santosh C,Bengaluru,Bike,Full-time,4.12,Y
542,DP00543,Pooja V,Bengaluru,Scooter,Full-time,3.84,Y
543,DP00544,Rahul U,Hyderabad,Scooter,Contract,4.14,Y
544,DP00545,Santosh M,Hyderabad,Scooter,Contract,4.42,Y
545,DP00546,Rakesh M,Bengaluru,Scooter,Full-time,5.0,Y
546,DP00547,Manoj U,Delhi,Scooter,Full-time,3.74,Y
547,DP00548,Ananya N,Pune,Cycle,Full-time,4.29,N
548,DP00549,Suresh Q,Chennai,Scooter,Full-time,4.26,Y
549,DP00550,Priya N,Mumbai,Scooter,Full-time,4.11,Y
550,DP00551,Priya T,Pune,Scooter,Contract,3.92,Y
551,DP00552,Pooja N,Hyderabad,Scooter,Full-time,4.5,Y
552,DP00553,Neha W,Pune,Scooter,Part-time,4.39,Y
553,DP00554,Kiran L,Delhi,Cycle,Full-time,4.35,Y
554,DP00555,Santosh P,Pune,Bike,Part-time,4.35,Y
555,DP00556,Divya B,Hyderabad,Scooter,Contract,4.17,Y
556,DP00557,Deepak G,Chennai,Bike,Part-time,4.32,Y
557,DP00558,Rahul P,Chennai,Bike,Full-time,4.61,Y
558,DP00559,Divya W,Bengaluru,Cycle,Full-time,3.89,Y
559,DP00560,Vikas D,Hyderabad,Scooter,Full-time,4.19,Y
560,DP00561,Arjun W,Ahmedabad,Bike,Full-time,4.22,Y
561,DP00562,Nikhil S,Mumbai,Bike,Full-time,4.68,Y
562,DP00563,Suresh S,Kolkata,Bike,Full-time,3.64,Y
563,DP00564,Rahul E,Bengaluru,Bike,Full-time,4.04,Y
564,DP00565,Rahul S,Ahmedabad,Scooter,Full-time,4.66,Y
565,DP00566,Priya I,Pune,Scooter,Full-time,4.48,Y
566,DP00567,Suresh X,Bengaluru,Bike,Part-time,4.09,Y
567,DP00568,Pooja H,Bengaluru,Scooter,Full-time,4.19,Y
568,DP00569,Pooja J,Bengaluru,Bike,Part-time,4.24,Y
569,DP00570,Vikas E,Mumbai,Car,Full-time,3.68,Y
570,DP00571,Suresh I,Pune,Bike,Full-time,3.93,Y
571,DP00572,Rakesh T,Pune,Bike,Part-time,3.91,Y
572,DP00573,Amit U,Bengaluru,Bike,Part-time,4.11,Y
573,DP00574,Kiran K,Bengaluru,Scooter,Part-time,4.19,N
574,DP00575,Kiran A,Delhi,Bike,Full-time,4.26,Y
575,DP00576,Amit L,Chennai,Bike,Full-time,3.87,Y
576,DP00577,Pooja W,Hyderabad,Scooter,Contract,4.14,Y
577,DP00578,Pooja O,Chennai,Car,Part-time,4.24,Y
578,DP00579,Divya R,Mumbai,Scooter,Part-time,3.95,Y
579,DP00580,Amit S,Bengaluru,Bike,Part-time,3.72,Y
580,DP00581,Suresh U,Mumbai,Car,Part-time,4.12,Y
581,DP00582,Priya C,Bengaluru,Scooter,Part-time,4.25,Y
582,DP00583,Nikhil E,Bengaluru,Scooter,Full-time,4.17,Y
583,DP00584,Vikas K,Ahmedabad,Bike,Full-time,4.12,Y
584,DP00585,Kiran I,Bengaluru,Bike,Full-time,4.54,Y
585,DP00586,Shreya K,Bengaluru,Cycle,Contract,4.41,Y
586,DP00587,Nikhil M,Kolkata,Bike,Full-time,4.23,N
587,DP00588,Kiran I,Mumbai,Scooter,Contract,4.05,Y
588,DP00589,Nikhil I,Bengaluru,Bike,Full-time,4.91,Y
589,DP00590,Sneha Q,Chennai,Scooter,Part-time,4.62,Y
590,DP00591,Nikhil F,Kolkata,Cycle,Full-time,3.55,N
591,DP00592,Nikhil M,Kolkata,Bike,Full-time,4.18,Y
592,DP00593,Meena B,Bengaluru,Scooter,Part-time,4.27,Y
593,DP00594,Ravi O,Bengaluru,Bike,Part-time,4.06,N
594,DP00595,Arjun O,Bengaluru,Bike,Full-time,4.57,Y
595,DP00596,Arjun I,Bengaluru,Bike,Full-time,4.36,Y
596,DP00597,Shreya B,Delhi,Bike,Full-time,4.68,Y
597,DP00598,Shreya B,Ahmedabad,Scooter,Full-time,3.42,Y
598,DP00599,Santosh G,Delhi,Scooter,Full-time,4.81,Y
599,DP00600,Santosh M,Delhi,Bike,Part-time,4.01,Y
600,DP00601,Ananya P,Ahmedabad,Bike,Full-time,3.86,Y
601,DP00602,Neha C,Mumbai,Scooter,Full-time,4.75,Y
602,DP00603,Santosh N,Delhi,Scooter,Contract,3.79,Y
603,DP00604,Amit I,Delhi,Cycle,Full-time,3.88,Y
604,DP00605,Divya P,Bengaluru,Car,Full-time,4.02,Y
605,DP00606,Neha P,Ahmedabad,Bike,Full-time,4.01,Y
606,DP00607,Meena Y,Kolkata,Bike,Part-time,4.41,Y
607,DP00608,Shreya E,Bengaluru,Bike,Part-time,3.98,Y
608,DP00609,Meena O,Delhi,Scooter,Full-time,3.72,Y
609,DP00610,Pooja S,Delhi,Scooter,Full-time,3.81,Y
610,DP00611,Rahul X,Pune,Bike,Contract,4.66,N
611,DP00612,Rakesh L,Hyderabad,Scooter,Full-time,4.32,Y
612,DP00613,Ravi U,Delhi,Cycle,Part-time,4.12,Y
613,DP00614,Manoj T,Delhi,Scooter,Part-time,4.42,Y
614,DP00615,Sneha R,Bengaluru,Bike,Full-time,4.31,Y
615,DP00616,Sneha G,Delhi,Scooter,Full-time,4.09,Y
616,DP00617,Ananya M,Pune,Cycle,Full-time,4.59,Y
617,DP00618,Ravi P,Bengaluru,Bike,Part-time,4.45,Y
618,DP00619,Amit N,Chennai,Bike,Full-time,4.23,Y
619,DP00620,Sneha Y,Pune,Scooter,Contract,4.78,Y
620,DP00621,Meena L,Bengaluru,Bike,Full-time,4.55,Y
621,DP00622,Divya X,Bengaluru,Bike,Part-time,4.55,Y
622,DP00623,Pooja W,Hyderabad,Cycle,Part-time,4.2,Y
623,DP00624,Nikhil C,Chennai,Cycle,Full-time,4.45,Y
624,DP00625,Ravi J,Chennai,Scooter,Full-time,3.75,Y
625,DP00626,Santosh R,Bengaluru,Scooter,Full-time,4.11,Y
626,DP00627,Divya T,Kolkata,Bike,Contract,3.87,Y
627,DP00628,Santosh N,Pune,Cycle,Part-time,3.84,Y
628,DP00629,Ravi W,Delhi,Bike,Full-time,4.11,Y
629,DP00630,Amit L,Delhi,Bike,Contract,4.12,Y
630,DP00631,Shreya L,Hyderabad,Scooter,Contract,3.58,Y
631,DP00632,Priya T,Ahmedabad,Bike,Full-time,4.16,Y
632,DP00633,Divya R,Ahmedabad,Bike,Full-time,3.72,Y
633,DP00634,Vikas T,Delhi,Scooter,Full-time,4.26,Y
634,DP00635,Divya M,Delhi,Bike,Contract,4.07,Y
635,DP00636,Pooja U,Delhi,Cycle,Part-time,4.29,Y
636,DP00637,Divya P,Chennai,Bike,Full-time,4.41,N
637,DP00638,Manoj T,Pune,Scooter,Full-time,3.81,Y
638,DP00639,Amit C,Pune,Bike,Contract,4.41,Y
639,DP00640,Pooja W,Mumbai,Scooter,Contract,3.96,Y
640,DP00641,Priya L,Delhi,Bike,Full-time,3.84,Y
641,DP00642,Kiran E,Ahmedabad,Cycle,Full-time,4.56,Y
642,DP00643,Ananya Y,Bengaluru,Bike,Full-time,4.03,Y
643,DP00644,Rahul K,Delhi,Scooter,Full-time,4.48,N
644,DP00645,Deepak H,Mumbai,Cycle,Contract,4.04,Y
645,DP00646,Manoj C,Ahmedabad,Bike,Full-time,4.5,Y
646,DP00647,Amit N,Mumbai,Car,Contract,4.03,Y
647,DP00648,Pooja T,Ahmedabad,Bike,Part-time,3.85,Y
648,DP00649,Rakesh A,Bengaluru,Cycle,Full-time,4.18,N
649,DP00650,Pooja D,Delhi,Scooter,Part-time,4.53,Y
650,DP00651,Vikas E,Chennai,Bike,Full-time,3.92,Y
651,DP00652,Shreya R,Delhi,Scooter,Part-time,4.26,N
652,DP00653,Priya R,Kolkata,Car,Part-time,4.71,Y
653,DP00654,Meena L,Hyderabad,Bike,Part-time,3.86,N
654,DP00655,Ananya Z,Mumbai,Scooter,Full-time,4.16,Y
655,DP00656,Deepak V,Pune,Scooter,Part-time,4.34,Y
656,DP00657,Neha X,Bengaluru,Car,Full-time,4.38,Y
657,DP00658,Priya I,Delhi,Scooter,Full-time,4.85,Y
658,DP00659,Kiran A,Hyderabad,Bike,Full-time,4.55,Y
659,DP00660,Neha X,Hyderabad,Bike,Full-time,3.69,Y
660,DP00661,Santosh C,Mumbai,Scooter,Contract,4.34,Y
661,DP00662,Amit U,Hyderabad,Bike,Full-time,4.14,Y
662,DP00663,Sneha I,Chennai,Scooter,Contract,3.89,Y
663,DP00664,Meena T,Bengaluru,Scooter,Contract,4.33,N
664,DP00665,Amit F,Bengaluru,Bike,Full-time,3.58,Y
665,DP00666,Priya N,Mumbai,Bike,Contract,4.81,Y
666,DP00667,Arjun I,Pune,Scooter,Full-time,4.12,Y
667,DP00668,Suresh Z,Ahmedabad,Bike,Full-time,4.36,Y
668,DP00669,Santosh Q,Pune,Scooter,Full-time,4.17,Y
669,DP00670,Divya G,Delhi,Scooter,Part-time,4.25,Y
670,DP00671,Ananya J,Delhi,Bike,Part-time,4.3,Y
671,DP00672,Amit L,Bengaluru,Bike,Full-time,3.74,Y
672,DP00673,Priya J,Pune,Cycle,Part-time,4.28,Y
673,DP00674,Priya Z,Mumbai,Bike,Contract,4.04,N
674,DP00675,Shreya S,Delhi,Bike,Part-time,4.65,Y
675,DP00676,Arjun N,Mumbai,Bike,Part-time,4.73,Y
676,DP00677,Rahul Z,Bengaluru,Bike,Contract,4.44,N
677,DP00678,Priya Y,Bengaluru,Cycle,Part-time,4.4,Y
678,DP00679,Neha D,Pune,Bike,Full-time,3.69,Y
679,DP00680,Vikas K,Hyderabad,Scooter,Contract,4.65,Y
680,DP00681,Shreya R,Mumbai,Scooter,Full-time,4.64,Y
681,DP00682,Santosh G,Bengaluru,Cycle,Part-time,4.55,Y
682,DP00683,Shreya I,Bengaluru,Bike,Full-time,3.9,N
683,DP00684,Manoj X,Bengaluru,Cycle,Full-time,4.03,N
684,DP00685,Santosh O,Mumbai,Bike,Contract,4.27,Y
685,DP00686,Kiran C,Kolkata,Scooter,Part-time,4.34,Y
686,DP00687,Divya T,Bengaluru,Scooter,Part-time,4.16,Y
687,DP00688,Deepak J,Bengaluru,Cycle,Part-time,4.07,Y
688,DP00689,Manoj S,Kolkata,Bike,Part-time,3.73,Y
689,DP00690,Santosh K,Bengaluru,Cycle,Full-time,4.19,Y
690,DP00691,Meena C,Mumbai,Cycle,Part-time,4.38,Y
691,DP00692,Shreya Y,Delhi,Bike,Full-time,3.72,Y
692,DP00693,Santosh F,Pune,Bike,Full-time,4.23,Y
693,DP00694,Rakesh T,Ahmedabad,Scooter,Contract,3.71,Y
694,DP00695,Vikas E,Delhi,Bike,Contract,4.63,Y
695,DP00696,Shreya Y,Chennai,Scooter,Part-time,4.63,Y
696,DP00697,Divya J,Chennai,Bike,Full-time,4.42,Y
697,DP00698,Pooja E,Kolkata,Bike,Full-time,4.24,Y
698,DP00699,Sneha C,Bengaluru,Bike,Part-time,3.83,Y
699,DP00700,Nikhil Z,Delhi,Scooter,Part-time,4.24,Y
700,DP00701,Nikhil Q,Delhi,Scooter,Part-time,3.71,Y
701,DP00702,Ananya Y,Bengaluru,Bike,Part-time,4.11,Y
702,DP00703,Suresh I,Delhi,Scooter,Full-time,3.64,Y
703,DP00704,Ravi B,Bengaluru,Bike,Part-time,4.09,Y
704,DP00705,Vikas A,Bengaluru,Bike,Part-time,4.34,N
705,DP00706,Shreya A,Chennai,Scooter,Contract,4.45,Y
706,DP00707,Vikas W,Hyderabad,Scooter,Full-time,4.18,Y
707,DP00708,Vikas B,Bengaluru,Scooter,Contract,3.45,N
708,DP00709,Neha J,Delhi,Scooter,Part-time,4.68,Y
709,DP00710,Sneha W,Mumbai,Bike,Part-time,3.65,Y
710,DP00711,Deepak K,Delhi,Scooter,Full-time,3.98,Y
711,DP00712,Pooja N,Ahmedabad,Cycle,Full-time,4.02,Y
712,DP00713,Vikas R,Bengaluru,Bike,Full-time,4.73,Y
713,DP00714,Nikhil C,Hyderabad,Scooter,Full-time,4.27,Y
714,DP00715,Arjun N,Bengaluru,Car,Part-time,4.63,Y
715,DP00716,Suresh S,Mumbai,Bike,Part-time,4.1,N
716,DP00717,Rakesh G,Hyderabad,Scooter,Part-time,3.98,Y
717,DP00718,Priya S,Mumbai,Cycle,Full-time,4.47,Y
718,DP00719,Sneha O,Delhi,Bike,Full-time,4.02,Y
719,DP00720,Rahul C,Ahmedabad,Bike,Part-time,4.7,Y
720,DP00721,Suresh X,Kolkata,Scooter,Full-time,3.79,Y
721,DP00722,Vikas Z,Mumbai,Scooter,Full-time,4.22,Y
722,DP00723,Suresh C,Mumbai,Scooter,Contract,4.38,Y
723,DP00724,Arjun X,Bengaluru,Cycle,Full-time,4.02,Y
724,DP00725,Amit V,Mumbai,Bike,Full-time,4.14,Y
725,DP00726,Kiran H,Bengaluru,Bike,Full-time,4.1,Y
726,DP00727,Rakesh F,Delhi,Scooter,Contract,3.89,Y
727,DP00728,Suresh J,Kolkata,Scooter,Part-time,4.47,Y
728,DP00729,Arjun A,Bengaluru,Cycle,Contract,4.37,Y
729,DP00730,Vikas U,Kolkata,Car,Full-time,4.0,Y
730,DP00731,Priya A,Mumbai,Bike,Contract,3.67,Y
731,DP00732,Arjun U,Mumbai,Cycle,Contract,4.24,Y
732,DP00733,Santosh I,Ahmedabad,Bike,Full-time,4.59,Y
733,DP00734,Vikas F,Hyderabad,Scooter,Full-time,4.48,N
734,DP00735,Santosh Q,Ahmedabad,Scooter,Contract,4.32,Y
735,DP00736,Ravi A,Kolkata,Scooter,Full-time,4.36,N
736,DP00737,Nikhil U,Bengaluru,Scooter,Full-time,4.06,N
737,DP00738,Ravi F,Mumbai,Scooter,Full-time,4.46,Y
738,DP00739,Santosh F,Delhi,Bike,Full-time,4.13,N
739,DP00740,Meena L,Delhi,Bike,Full-time,4.21,Y
740,DP00741,Rakesh F,Mumbai,Bike,Contract,4.42,Y
741,DP00742,Meena E,Bengaluru,Bike,Contract,3.99,Y
742,DP00743,Rahul Z,Bengaluru,Scooter,Full-time,4.01,Y
743,DP00744,Deepak V,Mumbai,Cycle,Part-time,4.23,Y
744,DP00745,Vikas K,Kolkata,Car,Full-time,4.47,N
745,DP00746,Meena N,Chennai,Scooter,Contract,3.8,Y
746,DP00747,Neha S,Delhi,Cycle,Full-time,3.86,Y
747,DP00748,Manoj F,Kolkata,Scooter,Full-time,4.39,Y
748,DP00749,Kiran V,Bengaluru,Scooter,Part-time,4.23,Y
749,DP00750,Rahul A,Chennai,Bike,Full-time,4.45,N
750,DP00751,Manoj H,Delhi,Scooter,Full-time,3.82,Y
751,DP00752,Shreya X,Bengaluru,Scooter,Full-time,4.23,Y
752,DP00753,Meena T,Delhi,Bike,Part-time,4.69,Y
753,DP00754,Meena Y,Ahmedabad,Scooter,Full-time,4.21,Y
754,DP00755,Kiran U,Bengaluru,Car,Full-time,4.56,N
755,DP00756,Shreya D,Bengaluru,Bike,Full-time,3.98,N
756,DP00757,Meena B,Delhi,Scooter,Full-time,4.27,N
757,DP00758,Vikas O,Kolkata,Scooter,Full-time,3.96,Y
758,DP00759,Sneha E,Bengaluru,Bike,Part-time,4.08,Y
759,DP00760,Pooja T,Bengaluru,Bike,Full-time,4.51,Y
760,DP00761,Ravi P,Bengaluru,Scooter,Full-time,4.14,Y
761,DP00762,Deepak C,Ahmedabad,Scooter,Full-time,4.25,Y
762,DP00763,Deepak H,Mumbai,Bike,Contract,4.63,Y
763,DP00764,Manoj B,Mumbai,Bike,Contract,4.17,N
764,DP00765,Suresh A,Chennai,Scooter,Part-time,4.02,Y
765,DP00766,Ananya D,Kolkata,Scooter,Full-time,4.3,Y
766,DP00767,Arjun B,Kolkata,Bike,Full-time,3.97,Y
767,DP00768,Divya R,Bengaluru,Cycle,Part-time,3.82,Y
768,DP00769,Meena J,Pune,Cycle,Full-time,4.29,Y
769,DP00770,Ananya K,Mumbai,Bike,Full-time,4.24,Y
770,DP00771,Sneha A,Pune,Scooter,Full-time,3.95,Y
771,DP00772,Kiran Z,Ahmedabad,Cycle,Part-time,4.13,Y
772,DP00773,Vikas E,Kolkata,Scooter,Full-time,4.03,Y
773,DP00774,Sneha W,Mumbai,Bike,Full-time,4.29,N
774,DP00775,Manoj G,Kolkata,Scooter,Full-time,4.11,Y
775,DP00776,Ravi T,Bengaluru,Scooter,Contract,4.04,Y
776,DP00777,Rahul Q,Kolkata,Bike,Part-time,3.94,Y
777,DP00778,Neha D,Ahmedabad,Bike,Full-time,4.17,Y
778,DP00779,Suresh L,Hyderabad,Scooter,Contract,4.27,Y
779,DP00780,Shreya L,Delhi,Bike,Full-time,4.23,Y
780,DP00781,Suresh X,Delhi,Scooter,Contract,4.35,Y
781,DP00782,Deepak I,Kolkata,Bike,Full-time,4.77,Y
782,DP00783,Santosh F,Mumbai,Bike,Part-time,4.46,Y
783,DP00784,Priya C,Bengaluru,Bike,Contract,3.67,Y
784,DP00785,Rahul B,Kolkata,Scooter,Contract,4.15,Y
785,DP00786,Vikas B,Delhi,Scooter,Full-time,3.72,N
786,DP00787,Kiran B,Kolkata,Bike,Part-time,4.62,Y
787,DP00788,Neha M,Bengaluru,Scooter,Full-time,3.87,Y
788,DP00789,Ravi T,Pune,Cycle,Part-time,4.39,N
789,DP00790,Arjun D,Bengaluru,Scooter,Part-time,4.14,Y
790,DP00791,Santosh U,Pune,Cycle,Full-time,4.48,Y
